0.008054042	-0.06763291	0.0039117984	0.05081352	-0.07752852	0.026914382	-0.03650798	-0.028277775	0.0024392786	0.03123925	0.05062662	-0.007798658	-0.002424124	-0.04023651	-0.031615794	-0.07391678
-0.03461334	-0.12113982	0.15063041	0.006195716	-0.16097315	0.108019635	0.047759864	-0.14170437	-0.05704914	0.0786607	0.1539609	-0.0501332	-0.013445246	0.055093862	-0.089684114	0.040833723
-0.00086749136	-0.27070376	0.18214191	0.08654999	-0.22339948	0.17056052	0.11160054	-0.15343525	-0.1664426	0.049566865	0.20750567	-0.079801306	-0.017060896	0.065641284	-0.028401542	-0.0019502133
0.2754491	0.6244674	-0.5590594	0.047448013	0.52157575	-0.51671076	-0.3204337	0.52506936	0.50444376	-0.37068805	-0.48591876	0.18941653	0.26009098	-0.31997454	0.2577938	-0.18928684
-0.010412895	0.00046568853	0.01275847	0.0067128954	-0.01456319	-0.006411529	-0.026230272	0.009353557	0.016107097	0.006142821	-0.033782333	-0.042342663	0.03026007	0.015474962	0.026167268	-0.045986094
-0.031461455	-0.037779253	0.036241133	0.02335228	-0.05759595	0.07428351	0.083583504	-0.09636179	-0.023362637	0.019998968	0.052445985	-0.00083395385	-0.045103233	0.007116433	-0.012888583	-0.01523667
0.32525566	0.5451828	-0.46981117	0.25650463	0.45753396	-0.47795448	-0.3273882	0.47497874	0.46575248	-0.3106944	-0.4634768	0.2497185	0.31025803	-0.30963898	0.31060743	-0.2928368
-0.06575285	-0.040453114	0.050566122	0.00957736	-0.12023308	0.057153918	0.10052702	-0.06963277	-0.040042084	0.05493199	0.045688063	-0.025388686	-0.04108067	0.017291784	-0.08878113	0.06978319
0.25012344	0.44831985	-0.4519543	0.13494053	0.42540658	-0.38307706	-0.24047886	0.36814895	0.36200488	-0.29795593	-0.42732382	0.15032114	0.27111635	-0.26279107	0.24043514	-0.117706515
0.0046146503	-0.025652273	0.007044068	0.12388795	-0.012587718	-0.00424479	0.008739049	-0.035386816	0.045932617	0.008527366	-0.041032527	0.056557048	0.009989595	-0.018487949	0.0061663045	-0.025930803
0.3974065	0.55808336	-0.48877105	0.20881505	0.4967352	-0.51795197	-0.39354068	0.45098814	0.4683981	-0.32657844	-0.5245375	0.34640712	0.3347445	-0.4051644	0.30258614	-0.3016481
-0.08747481	-0.13943002	0.116023324	0.05110333	-0.045406904	0.118178055	0.058059126	-0.07063244	-0.11565041	0.058254324	0.11780916	-0.0462323	-0.05480651	0.0127995415	-0.07031878	0.024152057
0.21829292	0.34800616	-0.34673622	-0.037512537	0.3107516	-0.3047169	-0.20530005	0.35095274	0.26939738	-0.2253195	-0.31280077	0.13727687	0.17886779	-0.13462965	0.16731198	-0.04416183
-0.19354615	-0.50532013	0.3820024	0.008650116	-0.348432	0.41533497	0.2685154	-0.41848737	-0.36373928	0.21480578	0.40542617	-0.17268534	-0.25111702	0.17163235	-0.18146412	0.15618597
0.02476305	0.031970374	0.029081702	-0.0067343675	-0.07259914	0.06993595	0.04001666	-0.06996277	-0.05260661	-0.032909267	0.035228185	-0.010772276	0.006391906	-0.016740808	-0.047165565	-0.02586996
0.02719061	0.019174904	-0.050792858	-0.0071196924	0.018019408	0.008749439	-0.004523142	0.03345954	0.068801545	-0.0638898	-0.017512456	0.0037364282	0.018223906	0.008902675	-0.02137699	0.026221436
-0.10704876	-0.090404	0.071230054	-0.07532867	-0.06077712	0.14354102	0.1296858	-0.05509612	-0.11968176	0.08686659	0.087667294	-0.06343355	-0.08112839	0.08964638	-0.0565354	0.0728073
-0.102032945	0.16885099	-0.13535818	-0.12600625	0.057586133	-0.12716715	0.033360753	0.087685786	0.09935131	-0.03166397	-0.10194976	-0.021162935	-0.024584945	0.008722224	0.0050405595	0.09805005
0.085047066	-0.056108244	0.08947513	0.12298349	-0.025086628	0.061063245	-0.06937074	-0.009150725	-0.0078071947	-0.037187412	0.005795422	0.0703305	0.08311791	-0.034654442	0.012920523	-0.14653087
0.27562258	0.37590775	-0.37479907	0.19151616	0.24264805	-0.31841585	-0.21506627	0.31925836	0.32274926	-0.2758798	-0.29383224	0.23291323	0.21853825	-0.249499	0.2553444	-0.20024003
0.16908531	0.13966945	-0.087794326	0.14842728	0.156785	-0.09308621	-0.11253938	0.06450993	0.13914844	-0.06578053	-0.08198059	0.08901308	0.14482819	-0.07023672	0.07027957	-0.120796934
